INFO:root:DIST: -17910
INFO:root:ANGLE: -4607
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
INFO:root:UNSAFE BUMPER
